Method,Name,Error,Occurrences,First Seen,Last Seen
POST,/api/product-ask-ai-assistant/2ZYFJ3GM2N,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/2ZYFJ3GM2N'),53,2026-07-22T03:09:58Z,2026-07-22T03:23:41Z
GET,/api/cart?sessionId=cbcfed42-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfed42-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:13:01Z,2026-07-22T03:24:42Z
GET,/api/recommendations?productIds=9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=9SIQT8TOJO'),135,2026-07-22T03:09:50Z,2026-07-22T03:24:39Z
GET,/api/cart?sessionId=cc68134c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc68134c-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:15:14Z,2026-07-22T03:24:40Z
GET,/api/products/9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/products/9SIQT8TOJO'),757,2026-07-22T03:09:50Z,2026-07-22T03:24:43Z
GET,/api/cart?sessionId=cd9a185a-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a185a-857a-11f1-80a3-e58355e4aa54'),5,2026-07-22T03:18:19Z,2026-07-22T03:24:16Z
GET,/api/cart?sessionId=cc683fde-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc683fde-857a-11f1-80a3-e58355e4aa54'),20,2026-07-22T03:12:35Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cbcfcda8-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfcda8-857a-11f1-80a3-e58355e4aa54'),18,2026-07-22T03:11:16Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cc68564a-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc68564a-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:10:10Z,2026-07-22T03:24:40Z
GET,/api/product-reviews/HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/HQTGWGPNH4'),79,2026-07-22T03:09:59Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cd9a7908-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a7908-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:11:51Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cd012578-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd012578-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:12:16Z,2026-07-22T03:23:40Z
GET,/api/recommendations?productIds=OLJCESPC7Z,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=OLJCESPC7Z'),151,2026-07-22T03:09:54Z,2026-07-22T03:24:42Z
GET,/api/cart?sessionId=cd01297e-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd01297e-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:10:56Z,2026-07-22T03:24:09Z
GET,/api/cart?sessionId=cd99fe42-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99fe42-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:12:48Z,2026-07-22T03:23:29Z
GET,/api/cart?sessionId=cbcf928e-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcf928e-857a-11f1-80a3-e58355e4aa54'),6,2026-07-22T03:11:54Z,2026-07-22T03:17:47Z
POST,/api/product-ask-ai-assistant/LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/LS4PSXUNUM'),41,2026-07-22T03:10:09Z,2026-07-22T03:24:35Z
GET,/api/cart?sessionId=cc685208-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc685208-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:12:14Z,2026-07-22T03:24:12Z
GET,/api/cart?sessionId=cbcfa670-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfa670-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:14:57Z,2026-07-22T03:23:45Z
GET,/api/cart?sessionId=cd9a0716-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a0716-857a-11f1-80a3-e58355e4aa54'),8,2026-07-22T03:14:27Z,2026-07-22T03:24:01Z
GET,/api/recommendations?productIds=66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=66VCHSJNUP'),154,2026-07-22T03:09:52Z,2026-07-22T03:24:45Z
GET,/api/product-reviews/0PUK6V6EV0,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/0PUK6V6EV0'),82,2026-07-22T03:09:51Z,2026-07-22T03:24:40Z
POST,/api/product-ask-ai-assistant/66VCHSJNUP,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/66VCHSJNUP'),60,2026-07-22T03:09:58Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cd0131f8-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd0131f8-857a-11f1-80a3-e58355e4aa54'),15,2026-07-22T03:10:32Z,2026-07-22T03:23:23Z
GET,/api/cart?sessionId=cc68710c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc68710c-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:12:08Z,2026-07-22T03:24:33Z
GET,/api/products/2ZYFJ3GM2N,HTTPError('500 Server Error: Internal Server Error for url: /api/products/2ZYFJ3GM2N'),713,2026-07-22T03:09:50Z,2026-07-22T03:24:46Z
POST,/api/product-ask-ai-assistant/OLJCESPC7Z,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/OLJCESPC7Z'),49,2026-07-22T03:10:13Z,2026-07-22T03:24:46Z
GET,/api/products/L9ECAV7KIM,HTTPError('500 Server Error: Internal Server Error for url: /api/products/L9ECAV7KIM'),771,2026-07-22T03:09:50Z,2026-07-22T03:24:46Z
GET,/api/products/LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/products/LS4PSXUNUM'),761,2026-07-22T03:09:51Z,2026-07-22T03:24:47Z
GET,/api/cart?sessionId=cbcfd6c2-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfd6c2-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:13:25Z,2026-07-22T03:24:23Z
GET,/api/cart?sessionId=cbcf8b36-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcf8b36-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:13:00Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cbcff760-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcff760-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:18:35Z,2026-07-22T03:23:25Z
GET,/api/cart?sessionId=cd009950-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd009950-857a-11f1-80a3-e58355e4aa54'),12,2026-07-22T03:11:35Z,2026-07-22T03:24:43Z
GET,/api/cart?sessionId=cd99b8c4-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99b8c4-857a-11f1-80a3-e58355e4aa54'),7,2026-07-22T03:14:44Z,2026-07-22T03:23:03Z
GET,/api/cart?sessionId=cbcfa148-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfa148-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:11:07Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cd99b0cc-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99b0cc-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:11:07Z,2026-07-22T03:24:17Z
GET,/api/cart?sessionId=cd99ed1c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99ed1c-857a-11f1-80a3-e58355e4aa54'),5,2026-07-22T03:21:12Z,2026-07-22T03:24:24Z
GET,/api/cart?sessionId=cd00fab2-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd00fab2-857a-11f1-80a3-e58355e4aa54'),15,2026-07-22T03:11:27Z,2026-07-22T03:24:17Z
GET,/api/cart?sessionId=cd9a2a52-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a2a52-857a-11f1-80a3-e58355e4aa54'),18,2026-07-22T03:11:44Z,2026-07-22T03:24:40Z
GET,/api/cart?sessionId=cd012172-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd012172-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:13:18Z,2026-07-22T03:24:32Z
GET,/api/cart?sessionId=cc687aee-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc687aee-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:10:41Z,2026-07-22T03:22:53Z
GET,/api/cart?sessionId=cc680cd0-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc680cd0-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:12:26Z,2026-07-22T03:24:41Z
GET,/api/cart?sessionId=cd9a834e-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a834e-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:12:15Z,2026-07-22T03:24:27Z
GET,/api/cart?sessionId=cbcf484c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcf484c-857a-11f1-80a3-e58355e4aa54'),8,2026-07-22T03:12:06Z,2026-07-22T03:23:45Z
GET,/api/cart?sessionId=cc67f60a-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc67f60a-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:14:09Z,2026-07-22T03:23:39Z
GET,/api/cart?sessionId=cc683700-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc683700-857a-11f1-80a3-e58355e4aa54'),15,2026-07-22T03:11:37Z,2026-07-22T03:23:30Z
GET,/api/cart?sessionId=cd99c058-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99c058-857a-11f1-80a3-e58355e4aa54'),7,2026-07-22T03:15:20Z,2026-07-22T03:23:41Z
GET,/api/cart?sessionId=cd99d070-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99d070-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:11:29Z,2026-07-22T03:24:41Z
GET,/api/cart?sessionId=cbcfab34-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfab34-857a-11f1-80a3-e58355e4aa54'),12,2026-07-22T03:11:56Z,2026-07-22T03:24:38Z
GET,/api/cart?sessionId=cc687634-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc687634-857a-11f1-80a3-e58355e4aa54'),15,2026-07-22T03:13:17Z,2026-07-22T03:24:44Z
GET,/api/cart?sessionId=cd00f4b8-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd00f4b8-857a-11f1-80a3-e58355e4aa54'),8,2026-07-22T03:10:22Z,2026-07-22T03:24:18Z
GET,/api/cart?sessionId=cd010c78-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd010c78-857a-11f1-80a3-e58355e4aa54'),18,2026-07-22T03:12:12Z,2026-07-22T03:24:14Z
GET,/api/product-reviews/2ZYFJ3GM2N,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/2ZYFJ3GM2N'),106,2026-07-22T03:09:51Z,2026-07-22T03:24:18Z
GET,/api/cart?sessionId=cc682044-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc682044-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:10:55Z,2026-07-22T03:23:37Z
GET,/api/products/OLJCESPC7Z,HTTPError('500 Server Error: Internal Server Error for url: /api/products/OLJCESPC7Z'),750,2026-07-22T03:09:51Z,2026-07-22T03:24:47Z
GET,/api/cart?sessionId=cd00d942-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd00d942-857a-11f1-80a3-e58355e4aa54'),7,2026-07-22T03:10:45Z,2026-07-22T03:20:36Z
GET,/api/cart?sessionId=cd99d714-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd99d714-857a-11f1-80a3-e58355e4aa54'),12,2026-07-22T03:12:49Z,2026-07-22T03:23:21Z
POST,/api/product-ask-ai-assistant/HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/HQTGWGPNH4'),34,2026-07-22T03:09:55Z,2026-07-22T03:24:33Z
GET,/api/product-reviews/LS4PSXUNUM,HTTPError('500 Server Error: Internal Server Error for url: /api/product-reviews/LS4PSXUNUM'),98,2026-07-22T03:09:59Z,2026-07-22T03:24:33Z
GET,/api/cart?sessionId=cc67ec00-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cc67ec00-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:12:13Z,2026-07-22T03:21:54Z
GET,/api/cart?sessionId=cd9a0fae-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a0fae-857a-11f1-80a3-e58355e4aa54'),10,2026-07-22T03:13:16Z,2026-07-22T03:23:21Z
GET,/api/cart?sessionId=cd00ff08-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd00ff08-857a-11f1-80a3-e58355e4aa54'),12,2026-07-22T03:15:33Z,2026-07-22T03:23:24Z
POST,/api/product-ask-ai-assistant/9SIQT8TOJO,HTTPError('500 Server Error: Internal Server Error for url: /api/product-ask-ai-assistant/9SIQT8TOJO'),40,2026-07-22T03:09:51Z,2026-07-22T03:24:43Z
GET,/api/cart?sessionId=cbcfdb04-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cbcfdb04-857a-11f1-80a3-e58355e4aa54'),14,2026-07-22T03:11:22Z,2026-07-22T03:24:04Z
GET,/api/cart?sessionId=cd9a7e94-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a7e94-857a-11f1-80a3-e58355e4aa54'),11,2026-07-22T03:11:01Z,2026-07-22T03:24:46Z
GET,/api/recommendations?productIds=HQTGWGPNH4,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=HQTGWGPNH4'),136,2026-07-22T03:09:52Z,2026-07-22T03:24:34Z
GET,/api/cart?sessionId=cd9a368c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a368c-857a-11f1-80a3-e58355e4aa54'),16,2026-07-22T03:10:53Z,2026-07-22T03:24:29Z
GET,/api/cart?sessionId=cd013a7c-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd013a7c-857a-11f1-80a3-e58355e4aa54'),21,2026-07-22T03:10:25Z,2026-07-22T03:23:42Z
GET,/api/recommendations?productIds=L9ECAV7KIM,HTTPError('500 Server Error: Internal Server Error for url: /api/recommendations?productIds=L9ECAV7KIM'),169,2026-07-22T03:09:52Z,2026-07-22T03:24:45Z
GET,/api/cart?sessionId=cd9a3182-857a-11f1-80a3-e58355e4aa54,HTTPError('500 Server Error: Internal Server Error for url: /api/cart?sessionId=cd9a3182-857a-11f1-80a3-e58355e4aa54'),9,2026-07-22T03:12:48Z,2026-07-22T03:22:42Z
POST,/api/checkout,HTTPError('500 Server Error: Internal Server Error for url: /api/checkout'),917,2026-07-22T03:09:51Z,2026-07-22T03:24:47Z
